Key,Original Text,File,Line,Type
"kanji-moods.MoodBoard._practice_writing_the_kanji_to","• Practice writing the kanji to improve memorization","src/components/kanji-moods/MoodBoard.tsx",209,jsx
"kanji-moods.KanjiStudyModal.","🎉","src/components/kanji-moods/KanjiStudyModal.tsx",433,jsx
"kanji-moods.KanjiStudyModal.study_session_complete","Study Session Complete!","src/components/kanji-moods/KanjiStudyModal.tsx",434,jsx
"kanji-moods.KanjiModal.",".*?","src/components/kanji-moods/KanjiModal.tsx",70,jsx
"kanji-moods.KanjiModal.","ふりがな","src/components/kanji-moods/KanjiModal.tsx",199,jsx
"kanji-moods.KanjiModal.close_modal","Close modal","src/components/kanji-moods/KanjiModal.tsx",99,prop
"kanji-moods.KanjiModal.play_pronunciation","Play pronunciation","src/components/kanji-moods/KanjiModal.tsx",126,prop
"kanji-moods.KanjiModal.toggle_furigana","Toggle furigana","src/components/kanji-moods/KanjiModal.tsx",205,prop
"kanji.KanjiModal.no_onyomi_readings","No on'yomi readings","src/components/kanji/KanjiModal.tsx",128,jsx
"kanji.KanjiModal.no_kunyomi_readings","No kun'yomi readings","src/components/kanji/KanjiModal.tsx",156,jsx
"kanji.KanjiModal.add_to_study_session","Add to Study Session","src/components/kanji/KanjiModal.tsx",186,jsx
"kana.KanaStudyModal.what_is_the_romaji_for_this_ch","What is the romaji for this character?","src/components/kana/KanaStudyModal.tsx",181,jsx
"kana.KanaStudyModal.did_you_get_it_right","Did you get it right?","src/components/kana/KanaStudyModal.tsx",202,jsx
"games.PokedexModal.pokdex","Pokédex","src/components/games/PokedexModal.tsx",313,prop
"games.PokedexModal.caught_on","Caught on","src/components/games/PokedexModal.tsx",472,jsx
"games.PokedexModal.no_pokmon","No Pokémon","src/components/games/PokedexModal.tsx",180,prop
"games.PokedexModal.load_more","Load more","src/components/games/PokedexModal.tsx",265,prop
"games.PokedexModal.pokball","Pokéball","src/components/games/PokedexModal.tsx",321,prop
"games.KanjiQuestTutorialModal.","💡","src/components/games/KanjiQuestTutorialModal.tsx",202,jsx
"games.KanjiQuestTutorialModal._multiple_readings_are_shown_t","• Multiple readings are shown together (up to 4)","src/components/games/KanjiQuestTutorialModal.tsx",205,jsx
"games.KanjiQuestTutorialModal._each_kanji_appears_multiple_t","• Each kanji appears multiple times until fully mastered","src/components/games/KanjiQuestTutorialModal.tsx",206,jsx
"games.KanjiQuestTutorialModal._wrong_answers_dont_progress_y","• Wrong answers don't progress - you must get it right!","src/components/games/KanjiQuestTutorialModal.tsx",207,jsx
"games.KanjiQuestTutorialModal._the_number_of_encounters_tota","• The number of encounters = total questions for all kanji","src/components/games/KanjiQuestTutorialModal.tsx",208,jsx
"games.KanjiQuestTutorialModal.maybe_later","Maybe Later","src/components/games/KanjiQuestTutorialModal.tsx",223,jsx
"games.KanjiQuestTutorialModal.lets_battle","Let's Battle!","src/components/games/KanjiQuestTutorialModal.tsx",231,jsx
"games.KanjiQuest.daily_limit_reached","Daily Limit Reached!","src/components/games/KanjiQuest.tsx",1364,jsx
"games.KanjiQuest.no_kanji_provided","No Kanji Provided","src/components/games/KanjiQuest.tsx",1385,jsx
"games.KanjiQuest.select_kanji_to_battle","Select Kanji to Battle","src/components/games/KanjiQuest.tsx",1401,jsx
"games.KanjiQuest.choose_35_kanji_to_practice_wi","Choose 3-5 kanji to practice with","src/components/games/KanjiQuest.tsx",1419,jsx
"games.KanjiQuest.a_wild_pokmon_appeared","A wild Pokémon appeared!","src/components/games/KanjiQuest.tsx",1654,jsx
"games.KanjiQuest.battle_arena","Battle Arena","src/components/games/KanjiQuest.tsx",1774,jsx
"games.KanjiQuest.lv50","Lv.50","src/components/games/KanjiQuest.tsx",1854,jsx
"games.KanjiQuest.","🥋","src/components/games/KanjiQuest.tsx",1987,jsx
"games.KanjiQuest.kanji_defeated","Kanji Defeated!","src/components/games/KanjiQuest.tsx",2071,jsx
"games.KanjiQuest.incorrect","Incorrect!","src/components/games/KanjiQuest.tsx",2117,jsx
"games.KanjiQuest.the_correct_answer_was","The correct answer was:","src/components/games/KanjiQuest.tsx",2120,jsx
"games.KanjiQuest.readings","Readings:","src/components/games/KanjiQuest.tsx",2137,jsx
"games.KanjiQuest.this_kanji_is_used_in_vocabula","This kanji is used in vocabulary words","src/components/games/KanjiQuest.tsx",2148,jsx
"games.KanjiQuest.study_phase","Study Phase","src/components/games/KanjiQuest.tsx",2312,jsx
"games.KanjiQuest.sample_words","Sample Words","src/components/games/KanjiQuest.tsx",2395,jsx
"games.KanjiQuest.training_ground_quiz","Training Ground Quiz","src/components/games/KanjiQuest.tsx",2469,jsx
"games.KanjiQuest.gotcha_","Gotcha! 🎉","src/components/games/KanjiQuest.tsx",2578,jsx
"games.KanjiQuest.pokball","Pokéball","src/components/games/KanjiQuest.tsx",1361,prop
"games.KanjiQuest.wild_pokmon","Wild Pokémon","src/components/games/KanjiQuest.tsx",1888,prop
"games.KanjiQuest.wrong_answer","Wrong answer","src/components/games/KanjiQuest.tsx",2114,prop
"games.KanjiQuest.answer_icon","Answer icon","src/components/games/KanjiQuest.tsx",2278,prop
"games.KanjiQuest.caught_pokmon","Caught Pokémon","src/components/games/KanjiQuest.tsx",2621,prop
"games.KanjiQuest.escaped_pokmon","Escaped Pokémon","src/components/games/KanjiQuest.tsx",2663,prop
"SentenceScrambleGame.SentenceScrambleModal.loading","Loading...","src/components/games/SentenceScrambleGame/SentenceScrambleModal.tsx",588,jsx
"SentenceScrambleGame.SentenceScrambleModal.","👀","src/components/games/SentenceScrambleGame/SentenceScrambleModal.tsx",681,jsx
"SentenceScrambleGame.SentenceScrambleModal.","🔤","src/components/games/SentenceScrambleGame/SentenceScrambleModal.tsx",689,jsx
"SentenceScrambleGame.SentenceScrambleModal.","🎯","src/components/games/SentenceScrambleGame/SentenceScrambleModal.tsx",889,jsx
"MatchingGame.VictoryScreen.moves_to_complete","Moves to Complete","src/components/games/MatchingGame/VictoryScreen.tsx",84,jsx
"MatchingGame.Tile.","💥","src/components/games/MatchingGame/Tile.tsx",135,jsx
"MatchingGame.Tile.tile_back","Tile back","src/components/games/MatchingGame/Tile.tsx",51,prop
"MatchingGame.MatchingGameModal.reset_game","Reset game","src/components/games/MatchingGame/MatchingGameModal.tsx",377,prop
"MatchingGame.MatchingGameModal.close_game","Close game","src/components/games/MatchingGame/MatchingGameModal.tsx",384,prop
"MatchingGame.InstructionScreen.","🎮","src/components/games/MatchingGame/InstructionScreen.tsx",44,jsx
"MatchingGame.InstructionScreen.1","1.","src/components/games/MatchingGame/InstructionScreen.tsx",49,jsx
"MatchingGame.InstructionScreen.tap_any_tile_to_reveal_whats_h","Tap any tile to reveal what's hidden underneath","src/components/games/MatchingGame/InstructionScreen.tsx",50,jsx
"MatchingGame.InstructionScreen.2","2.","src/components/games/MatchingGame/InstructionScreen.tsx",53,jsx
"MatchingGame.InstructionScreen._same_word_twice","• Same word twice","src/components/games/MatchingGame/InstructionScreen.tsx",56,jsx
"MatchingGame.InstructionScreen._word_and_its_reading_kana","• Word and its reading (kana)","src/components/games/MatchingGame/InstructionScreen.tsx",57,jsx
"MatchingGame.InstructionScreen._word_and_its_meaning","• Word and its meaning","src/components/games/MatchingGame/InstructionScreen.tsx",58,jsx
"MatchingGame.InstructionScreen.3","3.","src/components/games/MatchingGame/InstructionScreen.tsx",63,jsx
"MatchingGame.InstructionScreen.clear_all_pairs_to_win_the_gam","Clear all pairs to win the game!","src/components/games/MatchingGame/InstructionScreen.tsx",64,jsx
"MatchingGame.InstructionScreen.4","4.","src/components/games/MatchingGame/InstructionScreen.tsx",67,jsx
"MatchingGame.InstructionScreen.try_to_complete_with_as_few_mo","Try to complete with as few moves as possible","src/components/games/MatchingGame/InstructionScreen.tsx",68,jsx
"MatchingGame.InstructionScreen.pairs_to_match","Pairs to Match","src/components/games/MatchingGame/InstructionScreen.tsx",77,jsx
"MatchingGame.InstructionScreen._tip","💡 Tip:","src/components/games/MatchingGame/InstructionScreen.tsx",84,jsx
"MatchingGame.InstructionScreen._note","ℹ️ Note:","src/components/games/MatchingGame/InstructionScreen.tsx",92,jsx
"MatchingGame.InstructionScreen.matching_game","Matching Game","src/components/games/MatchingGame/InstructionScreen.tsx",29,prop
"KanaDropGame.VictoryScreen.victory","Victory!","src/components/games/KanaDropGame/VictoryScreen.tsx",63,jsx
"KanaDropGame.VictoryScreen.youve_mastered_the_kana_challe","You've mastered the kana challenge!","src/components/games/KanaDropGame/VictoryScreen.tsx",64,jsx
"KanaDropGame.VictoryScreen.final_score","Final Score","src/components/games/KanaDropGame/VictoryScreen.tsx",69,jsx
"KanaDropGame.VictoryScreen.time_taken","Time Taken","src/components/games/KanaDropGame/VictoryScreen.tsx",73,jsx
"KanaDropGame.VictoryScreen.total_clicks","Total Clicks","src/components/games/KanaDropGame/VictoryScreen.tsx",81,jsx
"KanaDropGame.KanaDropModal.select_kana_for_kana_drop","Select Kana for Kana Drop","src/components/games/KanaDropGame/KanaDropModal.tsx",456,jsx
"KanaDropGame.KanaDropModal.show_romaji","Show Romaji","src/components/games/KanaDropGame/KanaDropModal.tsx",504,jsx
"KanaDropGame.KanaDropModal.how_to_play_kana_drop","How to Play Kana Drop","src/components/games/KanaDropGame/KanaDropModal.tsx",585,jsx
"KanaDropGame.KanaDropModal._score","• Score","src/components/games/KanaDropGame/KanaDropModal.tsx",587,jsx
"KanaDropGame.KanaDropModal.100_points","100 points","src/components/games/KanaDropGame/KanaDropModal.tsx",587,jsx
"KanaDropGame.KanaDropModal.to_win","to win!","src/components/games/KanaDropGame/KanaDropModal.tsx",587,jsx
"KanaDropGame.KanaDropModal._click_any_falling_kana_that_m","• Click any falling kana that matches your selected characters.","src/components/games/KanaDropGame/KanaDropModal.tsx",588,jsx
"KanaDropGame.KanaDropModal._avoid_clicking_distractors_im","• Avoid clicking distractors (images or symbols).","src/components/games/KanaDropGame/KanaDropModal.tsx",589,jsx
"KanaDropGame.KanaDropModal._each_correct_kana","• Each correct kana:","src/components/games/KanaDropGame/KanaDropModal.tsx",590,jsx
"KanaDropGame.KanaDropModal.5","+5","src/components/games/KanaDropGame/KanaDropModal.tsx",771,jsx
"KanaDropGame.KanaDropModal._each_distractor","• Each distractor:","src/components/games/KanaDropGame/KanaDropModal.tsx",591,jsx
"KanaDropGame.KanaDropModal._each_wrong_kana","• Each wrong kana:","src/components/games/KanaDropGame/KanaDropModal.tsx",592,jsx
"KanaDropGame.KanaDropModal.your_selected_kana","Your Selected Kana:","src/components/games/KanaDropGame/KanaDropModal.tsx",595,jsx
"KanaDropGame.KanaDropModal.selected_kana","Selected Kana:","src/components/games/KanaDropGame/KanaDropModal.tsx",758,jsx
"KanaDropGame.KanaDropModal.correct_kana","Correct kana","src/components/games/KanaDropGame/KanaDropModal.tsx",772,jsx
"KanaDropGame.KanaDropModal.missed_target_wrong_kana","Missed target / Wrong kana","src/components/games/KanaDropGame/KanaDropModal.tsx",776,jsx
"KanaDropGame.KanaDropModal.distractor_click","Distractor click","src/components/games/KanaDropGame/KanaDropModal.tsx",780,jsx
"KanaDropGame.KanaDropModal.game_paused","Game Paused","src/components/games/KanaDropGame/KanaDropModal.tsx",827,jsx
"KanaDropGame.KanaDropModal.close_game","Close Game","src/components/games/KanaDropGame/KanaDropModal.tsx",685,prop
"KanaDropGame.GameCanvas.game_over","Game Over!","src/components/games/KanaDropGame/GameCanvas.tsx",369,jsx
"flashcards.FlashcardCard.tap_to_flip","Tap to flip","src/components/flashcards/FlashcardCard.tsx",131,jsx
"drill.SaveWordModal.select_existing_lists","Select existing lists:","src/components/drill/SaveWordModal.tsx",139,jsx
"drill.SaveWordModal.create_new_list","Create new list:","src/components/drill/SaveWordModal.tsx",192,jsx
"drill.SaveWordModal.list_name","List name","src/components/drill/SaveWordModal.tsx",197,prop
"drill.QuickDrillPreview.loading_common_words","Loading common words...","src/components/drill/QuickDrillPreview.tsx",121,jsx
"drill.QuickDrillPreview.quick_start","Quick Start","src/components/drill/QuickDrillPreview.tsx",136,jsx
"drill.QuickDrillPreview.refresh_words","Refresh words","src/components/drill/QuickDrillPreview.tsx",144,prop
"drill.QuickDrillPreview.save_to_list","Save to list","src/components/drill/QuickDrillPreview.tsx",202,prop
"debug.StatsDebugSummary.0_timediff","0 && timeDiff","src/components/debug/StatsDebugSummary.tsx",103,jsx
"debug.StatsDebugSummary.stats_loading_debug_summary","Stats Loading Debug Summary","src/components/debug/StatsDebugSummary.tsx",129,jsx
"debug.StatsDebugSummary.load_sequence","Load Sequence","src/components/debug/StatsDebugSummary.tsx",153,jsx
"debug.StatsDebugSummary.all_events","All Events","src/components/debug/StatsDebugSummary.tsx",163,jsx
"cache.StorageIndicator.size","Size:","src/components/cache/StorageIndicator.tsx",77,jsx
"cache.StorageIndicator.usage","Usage:","src/components/cache/StorageIndicator.tsx",81,jsx
"audio.ShadowingAudioPlayer.shadowing_practice","Shadowing Practice","src/components/audio/ShadowingAudioPlayer.tsx",515,jsx
"audio.ShadowingAudioPlayer.show_furigana","Show Furigana","src/components/audio/ShadowingAudioPlayer.tsx",587,jsx
"audio.ShadowingAudioPlayer.display_reading_assistance_abo","Display reading assistance above kanji","src/components/audio/ShadowingAudioPlayer.tsx",588,jsx
"audio.ShadowingAudioPlayer.no_sentence_available","No sentence available","src/components/audio/ShadowingAudioPlayer.tsx",629,jsx
"audio.ShadowingAudioPlayer.listen_to_each_sentence_and_re","Listen to each sentence and repeat it during the pause.","src/components/audio/ShadowingAudioPlayer.tsx",693,jsx
"audio.ShadowingAudioPlayer.adjust_settings_to_match_your_","Adjust settings to match your learning pace.","src/components/audio/ShadowingAudioPlayer.tsx",694,jsx
"audio.ShadowingAudioPlayer.all_sentences","All Sentences","src/components/audio/ShadowingAudioPlayer.tsx",701,jsx
"audio.ShadowingAudioPlayer.select_existing_lists","Select existing lists:","src/components/audio/ShadowingAudioPlayer.tsx",751,jsx
"audio.ShadowingAudioPlayer.sentence_list","Sentence List","src/components/audio/ShadowingAudioPlayer.tsx",811,jsx
"audio.ShadowingAudioPlayer.for_shadowing_practice_sentenc","For shadowing practice (sentences only)","src/components/audio/ShadowingAudioPlayer.tsx",812,jsx
"audio.ShadowingAudioPlayer._perfect_for_shadowing_practic","✓ Perfect for shadowing practice","src/components/audio/ShadowingAudioPlayer.tsx",813,jsx
"audio.ShadowingAudioPlayer.save_sentence_to_list","Save sentence to list","src/components/audio/ShadowingAudioPlayer.tsx",623,prop
"audio.ShadowingAudioPlayer.new_list_name","New list name...","src/components/audio/ShadowingAudioPlayer.tsx",806,prop
"audio.ImprovedArticleAudioPlayer.listen_to_article","Listen to Article","src/components/audio/ImprovedArticleAudioPlayer.tsx",329,jsx
"audio.ImprovedArticleAudioPlayer.05x","0.5x","src/components/audio/ImprovedArticleAudioPlayer.tsx",498,jsx
"audio.ImprovedArticleAudioPlayer.075x","0.75x","src/components/audio/ImprovedArticleAudioPlayer.tsx",499,jsx
"audio.ImprovedArticleAudioPlayer.125x","1.25x","src/components/audio/ImprovedArticleAudioPlayer.tsx",501,jsx
"audio.ImprovedArticleAudioPlayer.15x","1.5x","src/components/audio/ImprovedArticleAudioPlayer.tsx",502,jsx
"audio.EnhancedArticleAudioPlayer.speed","Speed:","src/components/audio/EnhancedArticleAudioPlayer.tsx",642,jsx
"audio.EnhancedArticleAudioPlayer.05x","0.5x","src/components/audio/EnhancedArticleAudioPlayer.tsx",648,jsx
"audio.EnhancedArticleAudioPlayer.075x","0.75x","src/components/audio/EnhancedArticleAudioPlayer.tsx",649,jsx
"audio.EnhancedArticleAudioPlayer.125x","1.25x","src/components/audio/EnhancedArticleAudioPlayer.tsx",651,jsx
"audio.EnhancedArticleAudioPlayer.15x","1.5x","src/components/audio/EnhancedArticleAudioPlayer.tsx",652,jsx
"audio.EnhancedArticleAudioPlayer.volume","Volume:","src/components/audio/EnhancedArticleAudioPlayer.tsx",658,jsx
"audio.ArticleAudioPlayer._sentenceslength_sentenceindex","= sentences.length || sentenceIndex","src/components/audio/ArticleAudioPlayer.tsx",99,jsx
"admin.UserTable.","⚠️","src/components/admin/UserTable.tsx",164,jsx
"admin.UserTable.","👤","src/components/admin/UserTable.tsx",206,jsx
"admin.UserTable.refresh_users","Refresh users","src/components/admin/UserTable.tsx",193,prop
"admin.UserSearch.advanced_filters","Advanced Filters","src/components/admin/UserSearch.tsx",122,jsx
"admin.UserSearch.any_time","Any time","src/components/admin/UserSearch.tsx",142,jsx
"admin.UserSearch.this_week","This week","src/components/admin/UserSearch.tsx",144,jsx
"admin.UserSearch.this_month","This month","src/components/admin/UserSearch.tsx",145,jsx
"admin.UserSearch.this_year","This year","src/components/admin/UserSearch.tsx",133,jsx
"admin.UserSearch.all_subscriptions","All subscriptions","src/components/admin/UserSearch.tsx",154,jsx
"admin.UserSearch.newest_first","Newest first","src/components/admin/UserSearch.tsx",166,jsx
"admin.UserSearch.oldest_first","Oldest first","src/components/admin/UserSearch.tsx",167,jsx
"admin.UserSearch.most_active","Most active","src/components/admin/UserSearch.tsx",168,jsx
"admin.UserSearch.email_az","Email A-Z","src/components/admin/UserSearch.tsx",169,jsx
"admin.UserSearch.filter","Filter:","src/components/admin/UserSearch.tsx",186,jsx
"admin.UserDetailsModal.account_status","Account Status","src/components/admin/UserDetailsModal.tsx",105,jsx
"admin.UserDetailsModal.status","Status:","src/components/admin/UserDetailsModal.tsx",108,jsx
"admin.UserDetailsModal.registered","Registered:","src/components/admin/UserDetailsModal.tsx",114,jsx
"admin.UserDetailsModal.last_login","Last Login:","src/components/admin/UserDetailsModal.tsx",118,jsx
"admin.UserDetailsModal.plan","Plan:","src/components/admin/UserDetailsModal.tsx",128,jsx
"admin.UserDetailsModal.billing","Billing:","src/components/admin/UserDetailsModal.tsx",134,jsx
"admin.UserDetailsModal.renewal","Renewal:","src/components/admin/UserDetailsModal.tsx",139,jsx
"admin.UserDetailsModal.usage_limits","Usage & Limits","src/components/admin/UserDetailsModal.tsx",152,jsx
"admin.UserDetailsModal.word_lists","Word Lists:","src/components/admin/UserDetailsModal.tsx",156,jsx
"admin.UserDetailsModal.drills_today","Drills Today:","src/components/admin/UserDetailsModal.tsx",162,jsx
"admin.UserDetailsModal.cloud_sync","Cloud Sync:","src/components/admin/UserDetailsModal.tsx",170,jsx
"admin.UserDetailsModal.data_saving","Data Saving:","src/components/admin/UserDetailsModal.tsx",176,jsx
"admin.UserDetailsModal.admin_actions","Admin Actions","src/components/admin/UserDetailsModal.tsx",188,jsx
"admin.UserDetailsModal.recent_activity","Recent Activity","src/components/admin/UserDetailsModal.tsx",208,jsx
"admin.UserDetailsModal.close_modal","Close modal","src/components/admin/UserDetailsModal.tsx",76,prop
"admin.StatsOverview.","⚠️","src/components/admin/StatsOverview.tsx",64,jsx
"admin.StatsOverview.user_statistics","User Statistics","src/components/admin/StatsOverview.tsx",85,jsx
"admin.StatsOverview.subscription_statistics","Subscription Statistics","src/components/admin/StatsOverview.tsx",119,jsx
"admin.StatsOverview.feature_usage","Feature Usage","src/components/admin/StatsOverview.tsx",151,jsx
"admin.StatsOverview.total_users","Total Users","src/components/admin/StatsOverview.tsx",88,prop
"admin.StatsOverview.new_users_today","New Users Today","src/components/admin/StatsOverview.tsx",96,prop
"admin.StatsOverview.active_today","Active Today","src/components/admin/StatsOverview.tsx",102,prop
"admin.StatsOverview.registered_users","Registered Users","src/components/admin/StatsOverview.tsx",108,prop
"admin.StatsOverview.free_users","Free Users","src/components/admin/StatsOverview.tsx",122,prop
"admin.StatsOverview.premium_users","Premium Users","src/components/admin/StatsOverview.tsx",128,prop
"admin.StatsOverview.monthly_subscribers","Monthly Subscribers","src/components/admin/StatsOverview.tsx",136,prop
"admin.StatsOverview.yearly_subscribers","Yearly Subscribers","src/components/admin/StatsOverview.tsx",142,prop
"admin.StatsOverview.drills_today","Drills Today","src/components/admin/StatsOverview.tsx",154,prop
"admin.StatsOverview.vocabulary_searches","Vocabulary Searches","src/components/admin/StatsOverview.tsx",160,prop
"admin.StatsOverview.mood_board_views","Mood Board Views","src/components/admin/StatsOverview.tsx",166,prop
"admin.StatsOverview.avg_session_min","Avg Session (min)","src/components/admin/StatsOverview.tsx",172,prop
"admin.StatsDebugPanel.error_loading_stats","Error loading stats","src/components/admin/StatsDebugPanel.tsx",89,jsx
"admin.StatsDebugPanel.current_streak","Current Streak","src/components/admin/StatsDebugPanel.tsx",102,jsx
"admin.StatsDebugPanel.total_activities","Total Activities","src/components/admin/StatsDebugPanel.tsx",114,jsx
"admin.StatsDebugPanel.overall_accuracy","Overall Accuracy","src/components/admin/StatsDebugPanel.tsx",126,jsx
"admin.StatsDebugPanel.last_active","Last Active","src/components/admin/StatsDebugPanel.tsx",138,jsx
"admin.StatsDebugPanel.activity_breakdown","Activity Breakdown","src/components/admin/StatsDebugPanel.tsx",154,jsx
"admin.StatsDebugPanel.detailed_breakdown_of_all_trac","Detailed breakdown of all tracked activities","src/components/admin/StatsDebugPanel.tsx",155,jsx
"admin.StatsDebugPanel.kanji_study","Kanji Study","src/components/admin/StatsDebugPanel.tsx",172,jsx
"admin.StatsDebugPanel.practice_sessions","Practice Sessions","src/components/admin/StatsDebugPanel.tsx",188,jsx
"admin.StatsDebugPanel.learning_progress","Learning Progress","src/components/admin/StatsDebugPanel.tsx",198,jsx
"admin.StatsDebugPanel.cumulative_learning_metrics","Cumulative learning metrics","src/components/admin/StatsDebugPanel.tsx",199,jsx
"admin.StatsDebugPanel.kanji_learned","Kanji Learned","src/components/admin/StatsDebugPanel.tsx",204,jsx
"admin.StatsDebugPanel.words_learned","Words Learned","src/components/admin/StatsDebugPanel.tsx",208,jsx
"admin.StatsDebugPanel.pokemon_caught","Pokemon Caught","src/components/admin/StatsDebugPanel.tsx",212,jsx
"admin.StatsDebugPanel.total_score","Total Score","src/components/admin/StatsDebugPanel.tsx",216,jsx
"admin.StatsDebugPanel.questions_answered","Questions Answered","src/components/admin/StatsDebugPanel.tsx",220,jsx
"admin.StatsDebugPanel.correct_answers","Correct Answers","src/components/admin/StatsDebugPanel.tsx",224,jsx
"admin.StatsDebugPanel.debug_actions","Debug Actions","src/components/admin/StatsDebugPanel.tsx",234,jsx
"admin.StatsDebugPanel.tools_for_debugging_and_managi","Tools for debugging and managing stats data","src/components/admin/StatsDebugPanel.tsx",235,jsx
"admin.StatsDebugPanel.stats_metadata","Stats Metadata","src/components/admin/StatsDebugPanel.tsx",262,jsx
"admin.StatsDebugPanel.technical_information_about_th","Technical information about the stats system","src/components/admin/StatsDebugPanel.tsx",263,jsx
"admin.StatsDebugPanel.user_id","User ID","src/components/admin/StatsDebugPanel.tsx",268,jsx
"admin.StatsDebugPanel.stats_version","Stats Version","src/components/admin/StatsDebugPanel.tsx",272,jsx
"admin.StatsDebugPanel.last_updated","Last Updated","src/components/admin/StatsDebugPanel.tsx",276,jsx
"admin.StatsDebugPanel.loading_state","Loading State","src/components/admin/StatsDebugPanel.tsx",280,jsx
"admin.StatsDebugPanel.error_state","Error State","src/components/admin/StatsDebugPanel.tsx",286,jsx
"admin.QuickResourceCreator.","🔍","src/components/admin/QuickResourceCreator.tsx",145,jsx
"admin.QuickResourceCreator.regenerate_visuals","Regenerate visuals","src/components/admin/QuickResourceCreator.tsx",112,prop
"admin.QuickResourceCreator.resource_icon","Resource icon","src/components/admin/QuickResourceCreator.tsx",175,prop
"admin.QuickResourceCreator.open_original","Open original","src/components/admin/QuickResourceCreator.tsx",210,prop
"admin.PremiumUpgradeButton.upgrading","Upgrading...","src/components/admin/PremiumUpgradeButton.tsx",130,jsx
"admin.PremiumUpgradeButton.399month","$3.99/month","src/components/admin/PremiumUpgradeButton.tsx",158,jsx
"admin.PremiumUpgradeButton.3999year","$39.99/year","src/components/admin/PremiumUpgradeButton.tsx",173,jsx
"admin.PremiumUpgradeButton.save_2_months","Save 2 months!","src/components/admin/PremiumUpgradeButton.tsx",174,jsx
"admin.MoodBoardManager.","⚠️","src/components/admin/MoodBoardManager.tsx",146,jsx
"admin.MoodBoardManager.latest_updated","Latest Updated","src/components/admin/MoodBoardManager.tsx",180,jsx
"admin.MoodBoardManager.oldest_updated","Oldest Updated","src/components/admin/MoodBoardManager.tsx",181,jsx
"admin.MoodBoardManager.title_az","Title A-Z","src/components/admin/MoodBoardManager.tsx",182,jsx
"admin.MoodBoardManager.title_za","Title Z-A","src/components/admin/MoodBoardManager.tsx",183,jsx
"admin.MoodBoardManager.jlpt_level_n5n1","JLPT Level (N5→N1)","src/components/admin/MoodBoardManager.tsx",184,jsx
"admin.MoodBoardManager.jlpt_level_n1n5","JLPT Level (N1→N5)","src/components/admin/MoodBoardManager.tsx",185,jsx
"admin.MoodBoardManager.most_kanji","Most Kanji","src/components/admin/MoodBoardManager.tsx",186,jsx
"admin.MoodBoardManager.least_kanji","Least Kanji","src/components/admin/MoodBoardManager.tsx",187,jsx
"admin.MoodBoardManager.","🎨","src/components/admin/MoodBoardManager.tsx",206,jsx
"admin.MoodBoardManager.refresh_mood_boards","Refresh mood boards","src/components/admin/MoodBoardManager.tsx",193,prop
"admin.ArticleMonitoringDashboard.","📊","src/components/admin/ArticleMonitoringDashboard.tsx",186,jsx
"admin.ArticleMonitoringDashboard.","🔄","src/components/admin/ArticleMonitoringDashboard.tsx",359,jsx
"admin.ArticleMonitoringDashboard.","⚠️","src/components/admin/ArticleMonitoringDashboard.tsx",369,jsx
"admin.ArticleMonitoringDashboard.","🗄️","src/components/admin/ArticleMonitoringDashboard.tsx",215,jsx
"admin.ArticleMonitoringDashboard.maint","Maint.","src/components/admin/ArticleMonitoringDashboard.tsx",227,jsx
"admin.ArticleMonitoringDashboard.total_articles","Total Articles","src/components/admin/ArticleMonitoringDashboard.tsx",236,jsx
"admin.ArticleMonitoringDashboard.","📚","src/components/admin/ArticleMonitoringDashboard.tsx",239,jsx
"admin.ArticleMonitoringDashboard.total_bookmarks","Total Bookmarks","src/components/admin/ArticleMonitoringDashboard.tsx",248,jsx
"admin.ArticleMonitoringDashboard.","📈","src/components/admin/ArticleMonitoringDashboard.tsx",251,jsx
"admin.ArticleMonitoringDashboard.avg_reading_time","Avg Reading Time","src/components/admin/ArticleMonitoringDashboard.tsx",260,jsx
"admin.ArticleMonitoringDashboard.","⏱️","src/components/admin/ArticleMonitoringDashboard.tsx",263,jsx
"admin.ArticleMonitoringDashboard.expiring_soon","Expiring Soon","src/components/admin/ArticleMonitoringDashboard.tsx",272,jsx
"admin.ArticleMonitoringDashboard.jlpt_level_distribution","JLPT Level Distribution","src/components/admin/ArticleMonitoringDashboard.tsx",284,jsx
"admin.ArticleMonitoringDashboard.source_distribution","Source Distribution","src/components/admin/ArticleMonitoringDashboard.tsx",303,jsx
"admin.ArticleMonitoringDashboard.maintenance_operations","Maintenance Operations","src/components/admin/ArticleMonitoringDashboard.tsx",322,jsx
"admin.ArticleMonitoringDashboard.article_cleanup","Article Cleanup","src/components/admin/ArticleMonitoringDashboard.tsx",326,jsx
"admin.ArticleMonitoringDashboard.force_refresh","Force Refresh","src/components/admin/ArticleMonitoringDashboard.tsx",347,jsx
"admin.ArticleManagement.edit_article","Edit Article","src/components/admin/ArticleManagement.tsx",104,jsx
"admin.ArticleManagement.jlpt_level","JLPT Level","src/components/admin/ArticleManagement.tsx",155,jsx
"admin.ArticleManagement.reading_time_min","Reading Time (min)","src/components/admin/ArticleManagement.tsx",187,jsx
"admin.ArticleManagement.source_url","Source URL","src/components/admin/ArticleManagement.tsx",202,jsx
"admin.ArticleManagement.tags_commaseparated","Tags (comma-separated)","src/components/admin/ArticleManagement.tsx",214,jsx
"admin.ArticleManagement.loading_articles","Loading articles...","src/components/admin/ArticleManagement.tsx",675,jsx
"admin.ArticleManagement.","📰","src/components/admin/ArticleManagement.tsx",679,jsx
